start_date	end_date	url	count
2026-06-18	2026-06-24	https://m.place.naver.com/place/2026996537	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1835032916	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/13231310	15
2026-06-18	2026-06-24	https://m.place.naver.com/place/1420911924	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1523360827	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1363969966	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1570318506	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1027138150	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1022535645	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1433025259	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1183372702	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1187327518	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/37332527	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1166075044	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1211253743	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/2044998731	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1343395558	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1839241063	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1030441940	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1186953803	10
2026-06-18	2026-06-24	https://m.place.naver.com/nailshop/1491650037	10
2026-06-18	2026-06-24	https://m.place.naver.com/place/2004338532	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1248067139	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/12845737	10
2026-06-18	2026-06-24	https://m.place.naver.com/place/860069300	10
2026-06-18	2026-06-24	https://m.place.naver.com/hairshop/1952029313	15
2026-06-18	2026-06-24	https://m.place.naver.com/hairshop/1024683057	15
2026-06-18	2026-06-24	https://m.place.naver.com/place/1492944966	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1690412726	15
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1519193886	15
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1196340303	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1597353311	15
2026-06-18	2026-06-24	https://m.place.naver.com/hairshop/1079630590	10
2026-06-18	2026-06-24	https://m.place.naver.com/hairshop/2069177255	10
2026-06-18	2026-06-24	https://m.place.naver.com/place/1799028188	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/38414632	30
2026-06-18	2026-06-24	https://m.place.naver.com/place/2064828258	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1201820031	15
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/35219715	15
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/13418369	20
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1570601221	20
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/47437486	20
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/33417952	25
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1611623654	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1048250562	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/19387211	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1590654401	10
2026-06-18	2026-06-24	https://m.place.naver.com/place/1983465262	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/433713905	5
2026-06-18	2026-06-24	https://m.place.naver.com/restaurant/1671402830	25
2026-06-18	2026-06-24	https://m.place.naver.com/place/1970808629	5
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1768370954	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/11482000	10
2026-06-18	2026-06-24	https://m.place.naver.com/hospital/1421291330	10
2026-06-18	2026-06-24	https://m.place.naver.com/place/1586264517	5
2026-06-18	2026-06-24	https://m.place.naver.com/place/1256540488	5
2026-06-18	2026-06-24	https://m.place.naver.com/restaurant/1814306439	10
2026-06-18	2026-06-24	https://m.place.naver.com/restaurant/2074148971	5
2026-06-18	2026-06-24	https://m.place.naver.com/restaurant/19866354	20
2026-06-18	2026-06-24	https://m.place.naver.com/restaurant/32067693	20
2026-06-18	2026-06-24	https://m.place.naver.com/place/2024834206	10
2026-06-17	2026-06-23	https://m.place.naver.com/restaurant/2056555386	15
