start_date	end_date	url	count
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1600030888	30
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1212494792	10
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1018047477	15
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1122525432	20
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1801010210	20
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/33156372	5
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/1118954156	5
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/2099575483	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/31021718	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1388491094	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1178259214	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1030441940	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1543913407	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/2096638862	10
2026-06-24	2026-06-30	https://m.place.naver.com/place/35413378	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/37275028	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/2054388655	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1207284315	10
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/1434800037	15
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/2072162291	15
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/36740040	10
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/1279848027	15
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/1542701038	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1388300599	5
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/2066077002	20
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1021009637	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1516528609	5
2026-06-24	2026-06-30	https://m.place.naver.com/hairshop/38554522	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1816076245	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/2004852405	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/2057026325	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1520647124	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/37655386	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1468454868	10
2026-06-24	2026-06-30	https://m.place.naver.com/place/1694195508	10
2026-06-24	2026-06-30	https://m.place.naver.com/place/1047572451	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1142890852	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1528697579	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/2003437069	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1655947262	5
2026-06-24	2026-06-30	https://m.place.naver.com/restaurant/418987733	30
2026-06-24	2026-06-30	https://m.place.naver.com/place/2073293341	45
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1291111043	25
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1001845876	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/2054760089	20
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/2037598750	5
2026-06-24	2026-06-30	https://m.place.naver.com/hospital/1084536941	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1630054454	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1623670155	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1666717858	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1938937812	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1026391278	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1979043775	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1922107171	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1167344171	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1675115926	5
2026-06-24	2026-06-30	https://m.place.naver.com/place/1804603848	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1733793171	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1591073048	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1874682703	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1698614545	15
2026-06-24	2026-06-30	https://m.place.naver.com/place/1158147983	5
