start_date	end_date	place_id	url	count
2026-06-24	2026-06-30	1694195508	https://m.place.naver.com/place/1694195508	10
2026-06-24	2026-06-30	1047572451	https://m.place.naver.com/place/1047572451	5
2026-06-24	2026-06-30	1142890852	https://m.place.naver.com/place/1142890852	5
2026-06-24	2026-06-30	1528697579	https://m.place.naver.com/place/1528697579	5
2026-06-24	2026-06-30	2003437069	https://m.place.naver.com/place/2003437069	5
2026-06-24	2026-06-30	1655947262	https://m.place.naver.com/place/1655947262	5
2026-06-24	2026-06-30	418987733	https://m.place.naver.com/restaurant/418987733	30
2026-06-24	2026-06-30	2073293341	https://m.place.naver.com/place/2073293341	45
2026-06-24	2026-06-30	1291111043	https://m.place.naver.com/hospital/1291111043	25
2026-06-24	2026-06-30	1001845876	https://m.place.naver.com/hospital/1001845876	5
2026-06-24	2026-06-30	2054760089	https://m.place.naver.com/hospital/2054760089	20
2026-06-24	2026-06-30	2037598750	https://m.place.naver.com/hospital/2037598750	5
2026-06-24	2026-06-30	1084536941	https://m.place.naver.com/hospital/1084536941	5
2026-06-24	2026-06-30	1630054454	https://m.place.naver.com/place/1630054454	5
2026-06-24	2026-06-30	1623670155	https://m.place.naver.com/place/1623670155	15
2026-06-24	2026-06-30	1666717858	https://m.place.naver.com/place/1666717858	15
2026-06-24	2026-06-30	1938937812	https://m.place.naver.com/place/1938937812	15
2026-06-24	2026-06-30	1026391278	https://m.place.naver.com/place/1026391278	15
2026-06-24	2026-06-30	1979043775	https://m.place.naver.com/place/1979043775	5
2026-06-24	2026-06-30	1922107171	https://m.place.naver.com/place/1922107171	5
2026-06-24	2026-06-30	1167344171	https://m.place.naver.com/place/1167344171	15
2026-06-24	2026-06-30	1675115926	https://m.place.naver.com/place/1675115926	5
2026-06-24	2026-06-30	1804603848	https://m.place.naver.com/place/1804603848	15
2026-06-24	2026-06-30	1733793171	https://m.place.naver.com/place/1733793171	15
2026-06-24	2026-06-30	1591073048	https://m.place.naver.com/place/1591073048	15
2026-06-24	2026-06-30	1874682703	https://m.place.naver.com/place/1874682703	15
2026-06-24	2026-06-30	1698614545	https://m.place.naver.com/place/1698614545	15
2026-06-24	2026-06-30	1158147983	https://m.place.naver.com/place/1158147983	5
2026-06-24	2026-06-30	1280205631	https://m.place.naver.com/place/1280205631	15
2026-06-24	2026-06-30	1941329420	https://m.place.naver.com/place/1941329420	10
2026-06-24	2026-06-30	1937252683	https://m.place.naver.com/place/1937252683	5
2026-06-24	2026-06-30	1643111880	https://m.place.naver.com/place/1643111880	5
2026-06-24	2026-06-30	1074817491	https://m.place.naver.com/place/1074817491	10
2026-06-24	2026-06-30	1984936957	https://m.place.naver.com/place/1984936957	10
2026-06-24	2026-06-30	1091469945	https://m.place.naver.com/place/1091469945	5
2026-06-24	2026-06-30	1017497007	https://m.place.naver.com/place/1017497007	15
2026-06-24	2026-06-30	1915903415	https://m.place.naver.com/place/1915903415	10
2026-06-24	2026-06-30	1329405167	https://m.place.naver.com/place/1329405167	10
2026-06-24	2026-06-30	1620224487	https://m.place.naver.com/place/1620224487	5
2026-06-24	2026-06-30	1696274190	https://m.place.naver.com/place/1696274190	10
2026-06-24	2026-06-30	1666376676	https://m.place.naver.com/place/1666376676	5
2026-06-24	2026-06-30	1994256949	https://m.place.naver.com/place/1994256949	5
2026-06-24	2026-06-30	1088706616	https://m.place.naver.com/place/1088706616	5
2026-06-24	2026-06-30	1670804619	https://m.place.naver.com/place/1670804619	10
2026-06-24	2026-06-30	1801016545	https://m.place.naver.com/place/1801016545	15
2026-06-24	2026-06-30	1884594148	https://m.place.naver.com/place/1884594148	10
2026-06-24	2026-06-30	1963704592	https://m.place.naver.com/place/1963704592	5
2026-06-24	2026-06-30	1792114541	https://m.place.naver.com/place/1792114541	5
2026-06-24	2026-06-30	1122136264	https://m.place.naver.com/place/1122136264	5
2026-06-24	2026-06-30	1719149130	https://m.place.naver.com/place/1719149130	5
2026-06-24	2026-06-30	1244929504	https://m.place.naver.com/place/1244929504	10
2026-06-24	2026-06-30	1943246158	https://m.place.naver.com/place/1943246158	15
2026-06-24	2026-06-30	1901769060	https://m.place.naver.com/place/1901769060	5
2026-06-24	2026-06-30	1543343114	https://m.place.naver.com/place/1543343114	10
2026-06-24	2026-06-30	1847011283	https://m.place.naver.com/place/1847011283	5
2026-06-24	2026-06-30	1467928696	https://m.place.naver.com/place/1467928696	5
2026-06-24	2026-06-30	1403761566	https://m.place.naver.com/place/1403761566	5
2026-06-24	2026-06-30	1501776489	https://m.place.naver.com/place/1501776489	5
2026-06-24	2026-06-30	1753831104	https://m.place.naver.com/place/1753831104	5
2026-06-24	2026-06-30	1727415793	https://m.place.naver.com/place/1727415793	5
2026-06-24	2026-06-30	1820788798	https://m.place.naver.com/place/1820788798	5
2026-06-24	2026-06-30	1897244460	https://m.place.naver.com/place/1897244460	5
2026-06-24	2026-06-30	2031844613	https://m.place.naver.com/place/2031844613	10
2026-06-24	2026-06-30	1760732506	https://m.place.naver.com/place/1760732506	5
2026-06-24	2026-06-30	2087668002	https://m.place.naver.com/place/2087668002	10
2026-06-24	2026-06-30	1106199298	https://m.place.naver.com/place/1106199298	10
2026-06-24	2026-06-30	1487516253	https://m.place.naver.com/place/1487516253	15
2026-06-24	2026-06-30	1760191398	https://m.place.naver.com/place/1760191398	15
2026-06-24	2026-06-30	1055792473	https://m.place.naver.com/place/1055792473	15
2026-06-24	2026-06-30	1713719215	https://m.place.naver.com/place/1713719215	15
2026-06-24	2026-06-30	1076082551	https://m.place.naver.com/place/1076082551	15
2026-06-24	2026-06-30	1168786782	https://m.place.naver.com/place/1168786782	15
2026-06-24	2026-06-30	1072974974	https://m.place.naver.com/place/1072974974	15
2026-06-24	2026-06-30	1815426747	https://m.place.naver.com/place/1815426747	15
2026-06-24	2026-06-30	1642416771	https://m.place.naver.com/place/1642416771	15
2026-06-24	2026-06-30	1691359874	https://m.place.naver.com/place/1691359874	20
2026-06-24	2026-06-30	1948049516	https://m.place.naver.com/place/1948049516	15
2026-06-24	2026-06-30	1967325793	https://m.place.naver.com/place/1967325793	15
2026-06-24	2026-06-30	1006674192	https://m.place.naver.com/place/1006674192	15
2026-06-24	2026-06-30	1025031380	https://m.place.naver.com/place/1025031380	15
2026-06-24	2026-06-30	1149713502	https://m.place.naver.com/place/1149713502	15
2026-06-24	2026-06-30	1179107760	https://m.place.naver.com/place/1179107760	15
2026-06-24	2026-06-30	1143307436	https://m.place.naver.com/place/1143307436	10
2026-06-24	2026-06-30	1251395314	https://m.place.naver.com/place/1251395314	15
2026-06-24	2026-06-30	1192147261	https://m.place.naver.com/place/1192147261	10
2026-06-24	2026-06-30	1287743702	https://m.place.naver.com/place/1287743702	15
2026-06-24	2026-06-30	1731614891	https://m.place.naver.com/place/1731614891	15
2026-06-24	2026-06-30	1622261544	https://m.place.naver.com/place/1622261544	15
2026-06-24	2026-06-30	1153740026	https://m.place.naver.com/place/1153740026	15
2026-06-24	2026-06-30	1571544956	https://m.place.naver.com/place/1571544956	15
2026-06-24	2026-06-30	1513138205	https://m.place.naver.com/place/1513138205	15
2026-06-24	2026-06-30	1742883931	https://m.place.naver.com/place/1742883931	15
2026-06-24	2026-06-30	1664979890	https://m.place.naver.com/place/1664979890	15
2026-06-24	2026-06-30	1695995239	https://m.place.naver.com/place/1695995239	15
2026-06-24	2026-06-30	1222500089	https://m.place.naver.com/place/1222500089	15
2026-06-24	2026-06-30	1964173398	https://m.place.naver.com/place/1964173398	15
2026-06-24	2026-06-30	1085145480	https://m.place.naver.com/place/1085145480	20
2026-06-24	2026-06-30	2012388897	https://m.place.naver.com/place/2012388897	15
2026-06-24	2026-06-30	2060381882	https://m.place.naver.com/place/2060381882	15
2026-06-24	2026-06-30	2065174204	https://m.place.naver.com/place/2065174204	15
2026-06-24	2026-06-30	2069998228	https://m.place.naver.com/place/2069998228	15
2026-06-24	2026-06-30	2075003176	https://m.place.naver.com/place/2075003176	20
2026-06-24	2026-06-30	2091608853	https://m.place.naver.com/place/2091608853	5
2026-06-24	2026-06-30	2070902905	https://m.place.naver.com/place/2070902905	5
2026-06-24	2026-06-30	2077614620	https://m.place.naver.com/place/2077614620	5
2026-06-24	2026-06-30	2011747049	https://m.place.naver.com/place/2011747049	5
2026-06-24	2026-06-30	2007666767	https://m.place.naver.com/place/2007666767	5
2026-06-24	2026-06-30	2095132669	https://m.place.naver.com/place/2095132669	5
2026-06-24	2026-06-30	2013757082	https://m.place.naver.com/place/2013757082	5
2026-06-24	2026-06-30	2067450651	https://m.place.naver.com/place/2067450651	5
2026-06-24	2026-06-30	2070461900	https://m.place.naver.com/place/2070461900	5
2026-06-24	2026-06-30	2083473006	https://m.place.naver.com/place/2083473006	5
2026-06-24	2026-06-30	2026751140	https://m.place.naver.com/place/2026751140	5
2026-06-24	2026-06-30	2054509372	https://m.place.naver.com/place/2054509372	5
2026-06-24	2026-06-30	2074133449	https://m.place.naver.com/place/2074133449	5
2026-06-24	2026-06-30	2045114170	https://m.place.naver.com/place/2045114170	5
2026-06-24	2026-06-30	2010179843	https://m.place.naver.com/place/2010179843	5
2026-06-24	2026-06-30	2060938759	https://m.place.naver.com/place/2060938759	5
2026-06-24	2026-06-30	2039778287	https://m.place.naver.com/place/2039778287	5
2026-06-24	2026-06-30	2076648052	https://m.place.naver.com/place/2076648052	5
2026-06-24	2026-06-30	2025348717	https://m.place.naver.com/place/2025348717	5
2026-06-24	2026-06-30	2082229946	https://m.place.naver.com/place/2082229946	5
2026-06-24	2026-06-30	2022784835	https://m.place.naver.com/place/2022784835	5
2026-06-24	2026-06-30	2071566751	https://m.place.naver.com/place/2071566751	5
2026-06-24	2026-06-30	2046483091	https://m.place.naver.com/place/2046483091	5
2026-06-24	2026-06-30	2019578359	https://m.place.naver.com/place/2019578359	5
2026-06-24	2026-06-30	2026524683	https://m.place.naver.com/place/2026524683	5
2026-06-24	2026-06-30	2088946630	https://m.place.naver.com/place/2088946630	5
2026-06-24	2026-06-30	2064137383	https://m.place.naver.com/place/2064137383	5
2026-06-24	2026-06-30	2004070302	https://m.place.naver.com/place/2004070302	5
2026-06-24	2026-06-30	2067667755	https://m.place.naver.com/place/2067667755	5
2026-06-24	2026-06-30	2027350273	https://m.place.naver.com/place/2027350273	5
2026-06-24	2026-06-30	2066433545	https://m.place.naver.com/place/2066433545	5
2026-06-24	2026-06-30	2081622615	https://m.place.naver.com/place/2081622615	5
2026-06-24	2026-06-30	2027222637	https://m.place.naver.com/place/2027222637	5
2026-06-24	2026-06-30	2031704327	https://m.place.naver.com/place/2031704327	5
2026-06-24	2026-06-30	2085240840	https://m.place.naver.com/place/2085240840	5
2026-06-24	2026-06-30	1463533676	https://m.place.naver.com/place/1463533676	10
2026-06-24	2026-06-30	1829747699	https://m.place.naver.com/place/1829747699	10
2026-06-24	2026-06-30	1419863551	https://m.place.naver.com/place/1419863551	15
2026-06-24	2026-06-30	1982921027	https://m.place.naver.com/place/1982921027	15
2026-06-24	2026-06-30	2066699183	https://m.place.naver.com/place/2066699183	15
2026-06-24	2026-06-30	2093396335	https://m.place.naver.com/place/2093396335	15
2026-06-24	2026-06-30	2048948479	https://m.place.naver.com/place/2048948479	15
2026-06-24	2026-06-30	2066715010	https://m.place.naver.com/place/2066715010	15
2026-06-24	2026-06-30	2088001945	https://m.place.naver.com/place/2088001945	15
2026-06-24	2026-06-30	2082220342	https://m.place.naver.com/place/2082220342	15
2026-06-24	2026-06-30	2038742663	https://m.place.naver.com/place/2038742663	15
2026-06-24	2026-06-30	2080068164	https://m.place.naver.com/place/2080068164	15
2026-06-24	2026-06-30	2032894313	https://m.place.naver.com/place/2032894313	15
2026-06-24	2026-06-30	2047572114	https://m.place.naver.com/place/2047572114	15
2026-06-24	2026-06-30	2011939202	https://m.place.naver.com/place/2011939202	15
2026-06-24	2026-06-30	2014386874	https://m.place.naver.com/place/2014386874	15
2026-06-24	2026-06-30	2005514205	https://m.place.naver.com/place/2005514205	15
2026-06-24	2026-06-30	2007908792	https://m.place.naver.com/place/2007908792	15
2026-06-24	2026-06-30	2008454581	https://m.place.naver.com/place/2008454581	15
2026-06-24	2026-06-30	2080271805	https://m.place.naver.com/place/2080271805	15
2026-06-24	2026-06-30	2060794400	https://m.place.naver.com/place/2060794400	15
2026-06-24	2026-06-30	2010475642	https://m.place.naver.com/place/2010475642	15
2026-06-24	2026-06-30	2097059021	https://m.place.naver.com/place/2097059021	15
2026-06-24	2026-06-30	2089323502	https://m.place.naver.com/place/2089323502	15
2026-06-24	2026-06-30	1852160056	https://m.place.naver.com/place/1852160056	15
2026-06-24	2026-06-30	2078700621	https://m.place.naver.com/place/2078700621	15
2026-06-24	2026-06-30	2081082041	https://m.place.naver.com/place/2081082041	15
2026-06-24	2026-06-30	2024267854	https://m.place.naver.com/place/2024267854	15
2026-06-24	2026-06-30	2042763891	https://m.place.naver.com/place/2042763891	15
2026-06-24	2026-06-30	2017465392	https://m.place.naver.com/place/2017465392	15
2026-06-24	2026-06-30	2091043222	https://m.place.naver.com/place/2091043222	15
2026-06-24	2026-06-30	2088786797	https://m.place.naver.com/place/2088786797	15
2026-06-24	2026-06-30	2068508794	https://m.place.naver.com/place/2068508794	15
2026-06-24	2026-06-30	2048597099	https://m.place.naver.com/place/2048597099	15
2026-06-24	2026-06-30	2092154606	https://m.place.naver.com/place/2092154606	15
2026-06-24	2026-06-30	2035706476	https://m.place.naver.com/place/2035706476	15
2026-06-24	2026-06-30	2079922095	https://m.place.naver.com/place/2079922095	15
2026-06-24	2026-06-30	2062157662	https://m.place.naver.com/place/2062157662	15
2026-06-24	2026-06-30	2029781990	https://m.place.naver.com/place/2029781990	15
2026-06-24	2026-06-30	2029619404	https://m.place.naver.com/place/2029619404	15
2026-06-24	2026-06-30	2089429119	https://m.place.naver.com/place/2089429119	15
2026-06-24	2026-06-30	2097735435	https://m.place.naver.com/place/2097735435	15
2026-06-24	2026-06-30	2084244733	https://m.place.naver.com/place/2084244733	15
2026-06-24	2026-06-30	2020096724	https://m.place.naver.com/place/2020096724	15
2026-06-24	2026-06-30	2063754693	https://m.place.naver.com/place/2063754693	15
2026-06-24	2026-06-30	2049084883	https://m.place.naver.com/place/2049084883	10
2026-06-24	2026-06-30	2016790283	https://m.place.naver.com/place/2016790283	10
2026-06-24	2026-06-30	2063941201	https://m.place.naver.com/place/2063941201	10
2026-06-24	2026-06-30	2026876639	https://m.place.naver.com/place/2026876639	10
2026-06-24	2026-06-30	2027084214	https://m.place.naver.com/place/2027084214	10
2026-06-24	2026-06-30	2008934058	https://m.place.naver.com/place/2008934058	10
2026-06-24	2026-06-30	2045434475	https://m.place.naver.com/place/2045434475	10
2026-06-24	2026-06-30	2073092140	https://m.place.naver.com/place/2073092140	10
2026-06-24	2026-06-30	2040169424	https://m.place.naver.com/place/2040169424	10
2026-06-24	2026-06-30	2020790557	https://m.place.naver.com/place/2020790557	10
2026-06-24	2026-06-30	2018998550	https://m.place.naver.com/place/2018998550	10
2026-06-24	2026-06-30	2087547762	https://m.place.naver.com/place/2087547762	10
2026-06-24	2026-06-30	2018141645	https://m.place.naver.com/place/2018141645	10
2026-06-24	2026-06-30	2047145151	https://m.place.naver.com/place/2047145151	10
2026-06-24	2026-06-30	2069303738	https://m.place.naver.com/place/2069303738	10
2026-06-24	2026-06-30	2015161553	https://m.place.naver.com/place/2015161553	10
2026-06-24	2026-06-30	2000254040	https://m.place.naver.com/place/2000254040	10
2026-06-24	2026-06-30	2057200197	https://m.place.naver.com/place/2057200197	10
2026-06-24	2026-06-30	2002533828	https://m.place.naver.com/place/2002533828	10
2026-06-24	2026-06-30	2095932820	https://m.place.naver.com/place/2095932820	10
2026-06-24	2026-06-30	2016549707	https://m.place.naver.com/place/2016549707	10
2026-06-24	2026-06-30	2099897577	https://m.place.naver.com/place/2099897577	10
2026-06-24	2026-06-30	2003703466	https://m.place.naver.com/place/2003703466	10
2026-06-24	2026-06-30	2021820309	https://m.place.naver.com/place/2021820309	10
2026-06-24	2026-06-30	2034180050	https://m.place.naver.com/place/2034180050	10
2026-06-24	2026-06-30	2044856044	https://m.place.naver.com/place/2044856044	10
2026-06-24	2026-06-30	2049898809	https://m.place.naver.com/place/2049898809	10
2026-06-24	2026-06-30	2012027366	https://m.place.naver.com/place/2012027366	10
2026-06-24	2026-06-30	2066836482	https://m.place.naver.com/place/2066836482	10
2026-06-24	2026-06-30	2020017601	https://m.place.naver.com/place/2020017601	10
2026-06-24	2026-06-30	2054182598	https://m.place.naver.com/place/2054182598	10
2026-06-24	2026-06-30	2059550242	https://m.place.naver.com/place/2059550242	10
2026-06-24	2026-06-30	2021044744	https://m.place.naver.com/place/2021044744	10
2026-06-24	2026-06-30	2028312642	https://m.place.naver.com/place/2028312642	10
2026-06-24	2026-06-30	2073482792	https://m.place.naver.com/place/2073482792	10
2026-06-24	2026-06-30	2071040314	https://m.place.naver.com/place/2071040314	10
2026-06-24	2026-06-30	2082841346	https://m.place.naver.com/place/2082841346	10
2026-06-24	2026-06-30	2027948455	https://m.place.naver.com/place/2027948455	10
2026-06-24	2026-06-30	2092950369	https://m.place.naver.com/place/2092950369	10
2026-06-24	2026-06-30	2099169060	https://m.place.naver.com/place/2099169060	10
2026-06-24	2026-06-30	1567876155	https://m.place.naver.com/place/1567876155	10
2026-06-24	2026-06-30	1625184473	https://m.place.naver.com/place/1625184473	5
2026-06-24	2026-06-30	34491042	https://m.place.naver.com/place/34491042	5
2026-06-24	2026-06-30	1201087265	https://m.place.naver.com/place/1201087265	5
2026-06-24	2026-06-30	1075129651	https://m.place.naver.com/restaurant/1075129651	5
2026-06-24	2026-06-30	1218613562	https://m.place.naver.com/restaurant/1218613562	5
2026-06-24	2026-06-30	2056555386	https://m.place.naver.com/restaurant/2056555386	15
2026-06-24	2026-06-30	33617922	https://m.place.naver.com/hospital/33617922	5
2026-06-24	2026-06-30	1833216804	https://m.place.naver.com/hospital/1833216804	5
2026-06-24	2026-06-30	1080837744	https://m.place.naver.com/place/1080837744	5
2026-06-24	2026-06-30	1417540675	https://m.place.naver.com/place/1417540675	15
2026-06-24	2026-06-30	1235808028	https://m.place.naver.com/hairshop/1235808028	15
2026-06-24	2026-06-30	1575115358	https://m.place.naver.com/place/1575115358	15
2026-06-24	2026-06-30	1197752442	https://m.place.naver.com/place/1197752442	15
2026-06-24	2026-06-30	36219689	https://m.place.naver.com/place/36219689	15
2026-06-24	2026-06-30	1931972151	https://m.place.naver.com/place/1931972151	15
2026-06-24	2026-06-30	1740605123	https://m.place.naver.com/place/1740605123	5
2026-06-23	2026-06-29	1185583932	https://m.place.naver.com/place/1185583932	10
2026-06-23	2026-06-29	2015692713	https://m.place.naver.com/place/2015692713	5
2026-06-23	2026-06-29	2069691386	https://m.place.naver.com/restaurant/2069691386	10
2026-06-23	2026-06-29	1788946211	https://m.place.naver.com/hairshop/1788946211	5
2026-06-23	2026-06-29	21025040	https://m.place.naver.com/hairshop/21025040	5
2026-06-23	2026-06-29	2067788281	https://m.place.naver.com/restaurant/2067788281	10
2026-06-23	2026-06-29	1653342442	https://m.place.naver.com/place/1653342442	5
2026-06-23	2026-06-29	2084603423	https://m.place.naver.com/hairshop/2084603423	5
2026-06-23	2026-06-29	1441526138	https://m.place.naver.com/place/1441526138	5
2026-06-23	2026-06-29	1859724879	https://m.place.naver.com/place/1859724879	5
2026-06-23	2026-06-29	1054256163	https://m.place.naver.com/nailshop/1054256163	10
2026-06-23	2026-06-29	1479657228	https://m.place.naver.com/nailshop/1479657228	5
2026-06-23	2026-06-29	1926380723	https://m.place.naver.com/hairshop/1926380723	10
2026-06-23	2026-06-29	1679808411	https://m.place.naver.com/hospital/1679808411	15
2026-06-23	2026-06-29	1034208057	https://m.place.naver.com/place/1034208057	5
2026-06-23	2026-06-29	1614182100	https://m.place.naver.com/nailshop/1614182100	10
2026-06-23	2026-06-29	1787984279	https://m.place.naver.com/place/1787984279	5
2026-06-23	2026-06-29	2064437850	https://m.place.naver.com/hairshop/2064437850	5
2026-06-23	2026-06-29	2019714249	https://m.place.naver.com/place/2019714249	5
2026-06-23	2026-06-29	1745126784	https://m.place.naver.com/hospital/1745126784	10
2026-06-23	2026-06-29	1480098720	https://m.place.naver.com/place/1480098720	5
2026-06-23	2026-06-29	1676688118	https://m.place.naver.com/hospital/1676688118	15
2026-06-23	2026-06-29	1504204508	https://m.place.naver.com/hospital/1504204508	10
2026-06-23	2026-06-29	1733700792	https://m.place.naver.com/hospital/1733700792	5
2026-06-23	2026-06-29	1888057723	https://m.place.naver.com/hospital/1888057723	5
2026-06-23	2026-06-29	19530226	https://m.place.naver.com/hospital/19530226	5
2026-06-23	2026-06-29	1962013521	https://m.place.naver.com/hospital/1962013521	5
2026-06-23	2026-06-29	1779794845	https://m.place.naver.com/hospital/1779794845	5
2026-06-23	2026-06-29	13252030	https://m.place.naver.com/hospital/13252030	5
2026-06-23	2026-06-29	1198170782	https://m.place.naver.com/hospital/1198170782	5
2026-06-23	2026-06-29	1696021258	https://m.place.naver.com/restaurant/1696021258	10
2026-06-23	2026-06-29	1545364369	https://m.place.naver.com/place/1545364369	5
2026-06-23	2026-06-29	1371896924	https://m.place.naver.com/hospital/1371896924	5
2026-06-23	2026-06-29	1199375035	https://m.place.naver.com/hospital/1199375035	5
2026-06-23	2026-06-29	37089925	https://m.place.naver.com/hospital/37089925	5
2026-06-23	2026-06-29	1628895145	https://m.place.naver.com/hospital/1628895145	5
2026-06-23	2026-06-29	1872074450	https://m.place.naver.com/hospital/1872074450	5
2026-06-23	2026-06-29	13302205	https://m.place.naver.com/hospital/13302205	5
2026-06-23	2026-06-29	1850282481	https://m.place.naver.com/place/1850282481	5
2026-06-23	2026-06-29	1413717641	https://m.place.naver.com/place/1413717641	5
2026-06-23	2026-06-29	1885180888	https://m.place.naver.com/place/1885180888	5
