start_date	end_date	url	count
2026-06-17	2026-06-23	https://m.place.naver.com/place/2040966298	5
2026-06-17	2026-06-23	https://m.place.naver.com/place/1420492815	5
2026-06-17	2026-06-23	https://m.place.naver.com/hairshop/1279848027	15
2026-06-17	2026-06-23	https://m.place.naver.com/hairshop/36740040	15
2026-06-17	2026-06-23	https://m.place.naver.com/hairshop/2072162291	15
2026-06-17	2026-06-23	https://m.place.naver.com/hairshop/1434800037	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/2069998228	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/2065174204	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/2060381882	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/2012388897	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1085145480	20
2026-06-17	2026-06-23	https://m.place.naver.com/place/1964173398	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1222500089	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1695995239	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1664979890	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1742883931	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1513138205	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1571544956	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1153740026	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1622261544	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1731614891	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1287743702	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1192147261	10
2026-06-17	2026-06-23	https://m.place.naver.com/place/1251395314	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1143307436	10
2026-06-17	2026-06-23	https://m.place.naver.com/place/1179107760	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1149713502	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1025031380	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1006674192	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1967325793	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1948049516	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1691359874	20
2026-06-17	2026-06-23	https://m.place.naver.com/place/1642416771	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1815426747	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1072974974	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1168786782	15
2026-06-17	2026-06-23	https://m.place.naver.com/place/1076082551	15
